"","participant","song","valence_target","arousal_target","affectcat","songmark","word","songtrials_this_trial_n","rep_number","trial_number","arousal_rating","valence_rating","liking","emotion_rating","emotion_target","anxious","ashamed","scared","alert","angry","happy","active","sad","guilty","tender","frustrated","excited","na"
"1","001","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ANXIOUS",0,0,0,5,5,NA,1,"happy",1,1,1,2,1,5,4,1,1,2,1,5,NA
"2","001","30MonoWAV/30MonoT4.wav","positive","low",4,16,"EXCITED",1,0,1,2,2,NA,2,"tender",3,4,1,1,1,3,2,4,4,5,1,2,NA
"3","001","30MonoWAV/30MonoF3.wav","negative","high",2,3,"ACTIVE",2,0,2,3,2,NA,3,"fear",3,1,3,3,1,2,3,1,2,1,1,3,NA
"4","001","30MonoWAV/30MonoS2.wav","negative","low",3,10,"ALERT",3,0,3,2,2,NA,1,"sad",4,4,4,1,2,2,1,5,5,4,2,1,NA
"5","001","30MonoWAV/30MonoS1.wav","negative","low",3,9,"SCARED",4,0,4,2,2,NA,4,"sad",4,3,4,3,2,1,1,2,3,2,2,1,NA
"6","001","30MonoWAV/30MonoT2.wav","positive","low",4,14,"HAPPY",5,0,5,3,3,NA,3,"tender",3,1,1,3,1,3,3,2,2,2,1,4,NA
"7","001","30MonoWAV/30MonoT3.wav","positive","low",4,15,"EXCITED",6,0,6,3,4,NA,3,"tender",1,1,1,1,1,5,2,2,1,2,1,3,NA
"8","001","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ALERT",7,0,7,4,4,NA,4,"happy",2,1,1,4,1,3,4,1,1,1,2,3,NA
"9","001","30MonoWAV/30MonoF1.wav","negative","high",2,1,"SCARED",8,0,8,1,1,NA,5,"fear",5,1,5,5,3,1,4,3,1,4,1,1,NA
"10","001","30MonoWAV/30MonoH4.wav","positive","high",1,8,"SCARED",9,0,9,4,4,NA,1,"happy",1,1,1,3,1,4,4,1,1,2,1,4,NA
"11","001","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ALERT",10,0,10,3,2,NA,4,"fear",5,1,3,4,1,1,4,1,3,3,1,4,NA
"12","001","30MonoWAV/30MonoS4.wav","negative","low",3,12,"SAD",11,0,11,2,2,NA,4,"sad",3,4,4,2,1,1,1,4,4,2,2,1,NA
"13","001","30MonoWAV/30MonoT1.wav","positive","low",4,13,"HAPPY",12,0,12,3,3,NA,3,"tender",2,1,1,3,1,3,3,2,2,3,1,3,NA
"14","001","30MonoWAV/30MonoS3.wav","negative","low",3,11,"TENDER",13,0,13,1,2,NA,4,"sad",3,4,3,2,1,1,1,4,5,4,3,1,NA
"15","001","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ANGRY",14,0,14,2,3,NA,1,"happy",2,3,1,2,1,3,2,2,1,1,1,2,NA
"16","001","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ANXIOUS",15,0,15,2,1,NA,5,"fear",5,2,5,5,1,1,3,3,3,1,1,2,NA
"17","001","30MonoWAV/30MonoS2.wav","negative","low",3,10,"SAD",0,1,16,2,2,NA,4,"sad",3,4,2,2,2,1,1,4,4,4,3,1,NA
"18","001","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ANGRY",1,1,17,1,1,NA,1,"sad",3,3,2,2,1,1,1,3,2,3,2,1,NA
"19","001","30MonoWAV/30MonoT4.wav","positive","low",4,16,"SAD",2,1,18,5,5,NA,1,"tender",1,1,1,1,1,5,5,1,1,3,1,5,NA
"20","001","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ACTIVE",3,1,19,1,2,NA,1,"sad",3,3,2,1,1,1,1,3,4,3,2,1,NA
"21","001","30MonoWAV/30MonoH4.wav","positive","high",1,8,"GUILTY",4,1,20,4,4,NA,1,"happy",1,2,1,3,1,5,3,1,1,1,1,4,NA
"22","001","30MonoWAV/30MonoH2.wav","positive","high",1,6,"TENDER",5,1,21,3,3,NA,2,"happy",3,1,1,2,1,2,2,2,2,2,1,2,NA
"23","001","30MonoWAV/30MonoF3.wav","negative","high",2,3,"SAD",6,1,22,3,1,NA,2,"fear",4,2,4,4,1,1,3,2,4,2,2,2,NA
"24","001","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ACTIVE",7,1,23,2,4,NA,2,"tender",1,1,1,2,1,3,2,2,1,3,1,1,NA
"25","001","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ANGRY",8,1,24,3,2,NA,2,"fear",5,3,4,4,2,1,4,3,2,2,1,1,NA
"26","001","30MonoWAV/30MonoT3.wav","positive","low",4,15,"HAPPY",9,1,25,2,5,NA,5,"tender",1,1,1,1,1,5,1,2,2,3,1,2,NA
"27","001","30MonoWAV/30MonoS4.wav","negative","low",3,12,"SAD",10,1,26,2,2,NA,3,"sad",1,2,3,1,1,1,1,3,2,2,1,1,NA
"28","001","30MonoWAV/30MonoH3.wav","positive","high",1,7,"FRUSTRATED",11,1,27,5,5,NA,1,"happy",2,1,1,4,1,5,4,2,2,3,1,5,NA
"29","001","30MonoWAV/30MonoT2.wav","positive","low",4,14,"HAPPY",12,1,28,1,4,NA,3,"tender",3,2,1,1,1,3,1,3,3,3,1,1,NA
"30","001","30MonoWAV/30MonoH1.wav","positive","high",1,5,"EXCITED",13,1,29,5,5,NA,4,"happy",1,1,1,4,1,5,4,1,1,1,1,4,NA
"31","001","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ALERT",14,1,30,2,2,NA,3,"fear",5,1,4,3,1,1,4,2,4,2,2,3,NA
"32","001","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ALERT",15,1,31,2,1,NA,4,"fear",5,1,5,4,1,1,3,2,4,2,1,3,NA
"33","002","30MonoWAV/30MonoH1.wav","positive","high",1,5,"TENDER",0,0,0,4,3,NA,1,"happy",1,1,2,3,1,2,3,1,1,1,1,2,NA
"34","002","30MonoWAV/30MonoS2.wav","negative","low",3,10,"GUILTY",1,0,1,1,1,NA,2,"sad",2,2,1,2,1,1,1,2,2,1,1,1,NA
"35","002","30MonoWAV/30MonoF1.wav","negative","high",2,1,"HAPPY",2,0,2,4,2,NA,2,"fear",2,1,4,5,3,2,4,1,2,1,3,3,NA
"36","002","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ANXIOUS",3,0,3,2,5,NA,1,"tender",1,1,1,1,1,4,1,1,1,1,1,1,NA
"37","002","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ANGRY",4,0,4,1,1,NA,1,"sad",1,2,1,1,1,1,1,4,1,1,1,1,NA
"38","002","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ANXIOUS",5,0,5,3,1,NA,4,"fear",4,1,4,5,2,1,4,1,1,1,1,2,NA
"39","002","30MonoWAV/30MonoT1.wav","positive","low",4,13,"FRUSTRATED",6,0,6,3,3,NA,1,"tender",1,1,1,1,1,1,2,2,1,1,1,2,NA
"40","002","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ALERT",7,0,7,5,3,NA,5,"fear",3,1,3,5,1,1,4,1,1,1,1,1,NA
"41","002","30MonoWAV/30MonoH4.wav","positive","high",1,8,"HAPPY",8,0,8,5,5,NA,5,"happy",1,1,1,5,1,5,5,1,1,1,1,4,NA
"42","002","30MonoWAV/30MonoS4.wav","negative","low",3,12,"FRUSTRATED",9,0,9,1,1,NA,1,"sad",2,2,1,1,1,1,1,3,2,1,1,1,NA
"43","002","30MonoWAV/30MonoF3.wav","negative","high",2,3,"GUILTY",10,0,10,4,1,NA,1,"fear",4,1,4,4,1,1,4,1,1,1,1,1,NA
"44","002","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ANGRY",11,0,11,3,1,NA,2,"sad",3,3,2,3,2,1,3,2,3,1,2,1,NA
"45","002","30MonoWAV/30MonoH2.wav","positive","high",1,6,"FRUSTRATED",12,0,12,5,4,NA,1,"happy",1,1,1,5,1,3,4,1,1,1,1,4,NA
"46","002","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ALERT",13,0,13,4,4,NA,2,"tender",1,1,1,2,1,3,3,1,1,3,1,3,NA
"47","002","30MonoWAV/30MonoT4.wav","positive","low",4,16,"SCARED",14,0,14,5,5,NA,1,"tender",1,1,1,4,1,4,3,4,1,1,1,3,NA
"48","002","30MonoWAV/30MonoH3.wav","positive","high",1,7,"TENDER",15,0,15,5,5,NA,4,"happy",1,1,1,5,1,5,5,1,1,4,1,5,NA
"49","002","30MonoWAV/30MonoT3.wav","positive","low",4,15,"SAD",0,1,16,2,3,NA,3,"tender",1,1,1,1,1,1,1,3,1,1,1,1,NA
"50","002","30MonoWAV/30MonoT4.wav","positive","low",4,16,"EXCITED",1,1,17,5,5,NA,4,"tender",1,1,1,3,1,4,3,3,1,3,1,4,NA
"51","002","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ANGRY",2,1,18,2,2,NA,1,"tender",1,1,1,1,1,2,2,1,1,1,1,1,NA
"52","002","30MonoWAV/30MonoS4.wav","negative","low",3,12,"SAD",3,1,19,1,1,NA,4,"sad",2,2,2,1,1,1,1,4,2,2,1,1,NA
"53","002","30MonoWAV/30MonoH2.wav","positive","high",1,6,"TENDER",4,1,20,4,4,NA,1,"happy",2,1,1,4,1,3,4,1,1,1,1,3,NA
"54","002","30MonoWAV/30MonoS2.wav","negative","low",3,10,"ANGRY",5,1,21,1,1,NA,1,"sad",1,1,1,1,1,1,1,4,4,1,1,1,NA
"55","002","30MonoWAV/30MonoH4.wav","positive","high",1,8,"SCARED",6,1,22,5,5,NA,1,"happy",1,1,1,4,1,5,5,1,1,2,1,5,NA
"56","002","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ALERT",7,1,23,2,1,NA,5,"fear",5,1,5,5,1,1,4,1,1,1,1,1,NA
"57","002","30MonoWAV/30MonoS1.wav","negative","low",3,9,"SAD",8,1,24,3,2,NA,4,"sad",3,3,3,1,1,1,1,4,2,1,1,1,NA
"58","002","30MonoWAV/30MonoH1.wav","positive","high",1,5,"SAD",9,1,25,4,4,NA,1,"happy",1,1,1,4,1,3,4,1,1,1,1,1,NA
"59","002","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ACTIVE",10,1,26,2,2,NA,1,"tender",1,1,1,1,1,1,1,2,1,1,1,1,NA
"60","002","30MonoWAV/30MonoH3.wav","positive","high",1,7,"EXCITED",11,1,27,5,5,NA,5,"happy",1,1,1,4,1,5,5,1,1,1,1,5,NA
"61","002","30MonoWAV/30MonoF3.wav","negative","high",2,3,"ANGRY",12,1,28,4,1,NA,1,"fear",4,1,4,4,1,1,4,1,3,1,1,1,NA
"62","002","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ANXIOUS",13,1,29,5,2,NA,4,"fear",4,1,4,4,1,1,4,1,1,1,1,1,NA
"63","002","30MonoWAV/30MonoS3.wav","negative","low",3,11,"HAPPY",14,1,30,2,1,NA,1,"sad",3,2,4,4,1,1,3,1,4,1,1,1,NA
"64","002","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ASHAMED",15,1,31,5,1,NA,2,"fear",4,2,4,4,2,1,4,1,2,1,2,1,NA
"65","003","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ANGRY",0,0,0,2,4,NA,1,"sad",1,1,1,2,1,3,2,2,1,1,1,1,NA
"66","003","30MonoWAV/30MonoH1.wav","positive","high",1,5,"HAPPY",1,0,1,4,4,NA,4,"happy",1,1,1,3,1,4,3,1,1,2,1,4,NA
"67","003","30MonoWAV/30MonoF2.wav","negative","high",2,2,"SCARED",2,0,2,1,1,NA,3,"fear",2,2,3,2,3,1,1,2,2,1,2,1,NA
"68","003","30MonoWAV/30MonoF3.wav","negative","high",2,3,"HAPPY",3,0,3,1,1,NA,1,"fear",3,2,2,3,3,1,2,3,2,2,2,1,NA
"69","003","30MonoWAV/30MonoH2.wav","positive","high",1,6,"TENDER",4,0,4,4,4,NA,3,"happy",1,1,1,2,1,3,2,1,1,3,1,3,NA
"70","003","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ASHAMED",5,0,5,2,3,NA,1,"tender",1,1,1,2,1,3,1,2,1,4,1,2,NA
"71","003","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ACTIVE",6,0,6,3,2,NA,2,"happy",1,1,1,1,1,2,2,1,1,1,1,2,NA
"72","003","30MonoWAV/30MonoS2.wav","negative","low",3,10,"FRUSTRATED",7,0,7,1,2,NA,1,"sad",1,1,1,1,1,1,1,4,2,3,1,1,NA
"73","003","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ANXIOUS",8,0,8,2,4,NA,1,"tender",1,1,1,1,1,2,1,5,1,4,1,1,NA
"74","003","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ANXIOUS",9,0,9,4,4,NA,1,"happy",1,1,1,2,1,4,4,1,1,2,1,4,NA
"75","003","30MonoWAV/30MonoT3.wav","positive","low",4,15,"SCARED",10,0,10,1,3,NA,1,"tender",1,1,1,1,1,2,1,1,1,4,1,1,NA
"76","003","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ASHAMED",11,0,11,1,2,NA,1,"sad",1,1,1,2,1,1,1,3,1,2,1,1,NA
"77","003","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ANXIOUS",12,0,12,1,1,NA,3,"fear",3,1,2,2,3,1,2,2,2,1,2,1,NA
"78","003","30MonoWAV/30MonoT2.wav","positive","low",4,14,"EXCITED",13,0,13,1,2,NA,2,"tender",1,1,1,1,1,2,1,1,1,5,1,2,NA
"79","003","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ACTIVE",14,0,14,1,2,NA,1,"sad",2,1,2,2,2,1,1,3,1,1,2,1,NA
"80","003","30MonoWAV/30MonoF4.wav","negative","high",2,4,"SCARED",15,0,15,1,1,NA,2,"fear",2,1,2,1,1,1,2,1,1,1,1,1,NA
"81","003","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ANXIOUS",0,1,16,2,2,NA,1,"happy",1,1,1,2,1,2,3,1,1,2,1,2,NA
"82","003","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ANXIOUS",1,1,17,1,4,NA,1,"tender",1,1,1,1,1,4,1,1,1,5,1,1,NA
"83","003","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ANGRY",2,1,18,1,5,NA,1,"tender",1,1,1,1,1,4,1,3,1,5,1,2,NA
"84","003","30MonoWAV/30MonoS2.wav","negative","low",3,10,"FRUSTRATED",3,1,19,1,2,NA,1,"sad",2,1,1,1,1,1,1,5,1,2,1,1,NA
"85","003","30MonoWAV/30MonoS1.wav","negative","low",3,9,"GUILTY",4,1,20,1,2,NA,1,"sad",1,2,1,1,1,1,1,4,1,4,1,1,NA
"86","003","30MonoWAV/30MonoS4.wav","negative","low",3,12,"SAD",5,1,21,1,1,NA,5,"sad",1,1,1,1,1,1,1,5,1,4,1,1,NA
"87","003","30MonoWAV/30MonoH2.wav","positive","high",1,6,"GUILTY",6,1,22,4,5,NA,1,"happy",1,1,1,1,1,4,4,2,1,4,1,1,NA
"88","003","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ANXIOUS",7,1,23,5,5,NA,1,"happy",1,1,1,1,1,5,3,1,1,3,1,5,NA
"89","003","30MonoWAV/30MonoH3.wav","positive","high",1,7,"TENDER",8,1,24,4,4,NA,4,"happy",1,1,1,2,1,4,4,2,1,4,1,5,NA
"90","003","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ACTIVE",9,1,25,1,1,NA,1,"fear",2,1,2,3,2,1,1,4,2,1,2,1,NA
"91","003","30MonoWAV/30MonoF1.wav","negative","high",2,1,"HAPPY",10,1,26,1,1,NA,1,"fear",3,2,3,3,3,1,1,1,2,1,3,1,NA
"92","003","30MonoWAV/30MonoS3.wav","negative","low",3,11,"SAD",11,1,27,1,2,NA,4,"sad",2,2,2,2,2,1,1,4,3,1,2,1,NA
"93","003","30MonoWAV/30MonoF2.wav","negative","high",2,2,"HAPPY",12,1,28,1,1,NA,1,"fear",4,2,3,1,3,1,1,2,3,1,3,1,NA
"94","003","30MonoWAV/30MonoF3.wav","negative","high",2,3,"GUILTY",13,1,29,1,2,NA,2,"fear",2,1,2,4,1,1,3,1,2,1,2,1,NA
"95","003","30MonoWAV/30MonoT4.wav","positive","low",4,16,"SAD",14,1,30,2,3,NA,5,"tender",1,1,1,1,1,2,1,5,1,5,1,1,NA
"96","003","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ASHAMED",15,1,31,1,2,NA,1,"tender",1,1,1,1,1,2,1,4,1,4,1,2,NA
"97","004","30MonoWAV/30MonoT2.wav","positive","low",4,14,"FRUSTRATED",0,0,0,3,4,NA,1,"tender",2,1,1,3,1,4,2,4,2,5,1,3,NA
"98","004","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ASHAMED",1,0,1,2,3,NA,2,"sad",3,2,2,2,2,3,2,3,4,4,3,1,NA
"99","004","30MonoWAV/30MonoF2.wav","negative","high",2,2,"HAPPY",2,0,2,4,2,NA,2,"fear",4,1,2,4,2,2,4,2,1,1,1,4,NA
"100","004","30MonoWAV/30MonoH1.wav","positive","high",1,5,"SCARED",3,0,3,5,4,NA,1,"happy",1,1,1,3,1,4,4,1,1,3,1,5,NA
"101","004","30MonoWAV/30MonoH3.wav","positive","high",1,7,"FRUSTRATED",4,0,4,4,4,NA,1,"happy",2,1,1,3,1,3,3,1,1,2,1,4,NA
"102","004","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ALERT",5,0,5,4,4,NA,5,"fear",4,2,2,5,1,2,5,2,1,1,2,4,NA
"103","004","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ANXIOUS",6,0,6,5,5,NA,2,"tender",2,2,1,2,1,4,3,4,1,5,1,3,NA
"104","004","30MonoWAV/30MonoF1.wav","negative","high",2,1,"HAPPY",7,0,7,4,3,NA,2,"fear",3,2,3,4,3,2,4,2,1,1,1,4,NA
"105","004","30MonoWAV/30MonoH2.wav","positive","high",1,6,"HAPPY",8,0,8,3,3,NA,2,"happy",1,1,1,2,1,2,2,1,1,2,1,2,NA
"106","004","30MonoWAV/30MonoF3.wav","negative","high",2,3,"HAPPY",9,0,9,4,3,NA,1,"fear",3,2,2,4,2,1,4,2,2,1,1,3,NA
"107","004","30MonoWAV/30MonoS1.wav","negative","low",3,9,"SCARED",10,0,10,3,4,NA,1,"sad",3,4,1,1,2,2,1,3,3,5,2,2,NA
"108","004","30MonoWAV/30MonoS2.wav","negative","low",3,10,"TENDER",11,0,11,2,3,NA,4,"sad",1,2,1,1,2,1,1,4,3,4,2,1,NA
"109","004","30MonoWAV/30MonoT1.wav","positive","low",4,13,"SCARED",12,0,12,3,4,NA,1,"tender",1,2,1,1,1,2,1,1,1,3,1,1,NA
"110","004","30MonoWAV/30MonoH4.wav","positive","high",1,8,"FRUSTRATED",13,0,13,4,4,NA,1,"happy",2,1,1,2,1,3,4,1,1,3,1,3,NA
"111","004","30MonoWAV/30MonoT3.wav","positive","low",4,15,"GUILTY",14,0,14,2,3,NA,2,"tender",2,1,1,1,1,2,1,2,2,4,1,2,NA
"112","004","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ANXIOUS",15,0,15,2,3,NA,2,"sad",2,2,1,1,1,1,1,3,3,3,1,1,NA
"113","004","30MonoWAV/30MonoS2.wav","negative","low",3,10,"SCARED",0,1,16,2,3,NA,1,"sad",2,2,1,1,1,1,1,3,3,3,1,1,NA
"114","004","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ASHAMED",1,1,17,4,3,NA,1,"fear",3,1,2,3,2,1,1,1,2,1,1,4,NA
"115","004","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ANGRY",2,1,18,3,3,NA,1,"happy",2,1,1,1,1,2,2,1,1,2,1,3,NA
"116","004","30MonoWAV/30MonoT4.wav","positive","low",4,16,"SAD",3,1,19,4,4,NA,2,"tender",4,2,1,1,1,2,1,2,3,5,1,3,NA
"117","004","30MonoWAV/30MonoT3.wav","positive","low",4,15,"HAPPY",4,1,20,3,3,NA,2,"tender",2,2,1,1,1,2,1,3,2,4,1,1,NA
"118","004","30MonoWAV/30MonoH4.wav","positive","high",1,8,"TENDER",5,1,21,5,5,NA,2,"happy",2,1,1,3,1,4,3,1,1,2,1,4,NA
"119","004","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ALERT",6,1,22,2,3,NA,1,"sad",1,2,2,1,1,1,1,4,3,4,1,1,NA
"120","004","30MonoWAV/30MonoH3.wav","positive","high",1,7,"EXCITED",7,1,23,4,4,NA,4,"happy",2,1,1,3,1,3,3,1,1,2,1,4,NA
"121","004","30MonoWAV/30MonoH1.wav","positive","high",1,5,"HAPPY",8,1,24,4,4,NA,3,"happy",1,1,1,3,1,3,3,1,1,2,1,3,NA
"122","004","30MonoWAV/30MonoF3.wav","negative","high",2,3,"TENDER",9,1,25,3,4,NA,1,"fear",3,1,1,4,1,1,3,1,2,1,1,3,NA
"123","004","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ASHAMED",10,1,26,3,3,NA,2,"sad",2,2,1,1,1,1,1,3,2,4,2,1,NA
"124","004","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ACTIVE",11,1,27,4,4,NA,1,"tender",3,2,1,1,1,2,1,3,2,5,1,1,NA
"125","004","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ANGRY",12,1,28,2,2,NA,1,"sad",2,2,1,1,1,1,2,3,2,3,1,1,NA
"126","004","30MonoWAV/30MonoT1.wav","positive","low",4,13,"SCARED",13,1,29,3,4,NA,1,"tender",2,2,1,1,1,3,2,2,2,4,1,2,NA
"127","004","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ALERT",14,1,30,4,3,NA,3,"fear",4,2,4,3,2,1,4,1,2,1,1,3,NA
"128","004","30MonoWAV/30MonoF4.wav","negative","high",2,4,"EXCITED",15,1,31,4,3,NA,4,"fear",3,1,1,4,2,1,4,1,2,1,1,4,NA
"129","005","30MonoWAV/30MonoF2.wav","negative","high",2,2,"SAD",0,0,0,3,1,NA,1,"fear",3,1,3,4,3,1,2,1,1,1,3,1,NA
"130","005","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ACTIVE",1,0,1,2,4,NA,1,"tender",1,1,1,1,1,4,1,1,1,1,1,1,NA
"131","005","30MonoWAV/30MonoS4.wav","negative","low",3,12,"EXCITED",2,0,2,1,1,NA,1,"sad",3,1,1,1,1,1,1,3,1,3,1,1,NA
"132","005","30MonoWAV/30MonoT2.wav","positive","low",4,14,"EXCITED",3,0,3,4,4,NA,3,"tender",1,1,1,1,1,3,2,2,1,2,1,3,NA
"133","005","30MonoWAV/30MonoS2.wav","negative","low",3,10,"ANXIOUS",4,0,4,1,1,NA,2,"sad",2,2,1,1,1,1,1,3,2,3,1,1,NA
"134","005","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ASHAMED",5,0,5,3,2,NA,1,"happy",1,1,1,3,1,3,4,1,1,1,1,2,NA
"135","005","30MonoWAV/30MonoH2.wav","positive","high",1,6,"SAD",6,0,6,4,3,NA,1,"happy",1,1,1,3,1,2,3,1,1,1,1,4,NA
"136","005","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ANGRY",7,0,7,3,3,NA,1,"tender",1,1,1,2,1,3,2,1,1,2,1,3,NA
"137","005","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ACTIVE",8,0,8,4,4,NA,4,"happy",1,1,1,3,1,3,4,1,1,1,1,3,NA
"138","005","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ACTIVE",9,0,9,4,1,NA,2,"fear",4,1,3,5,3,1,2,1,1,1,3,1,NA
"139","005","30MonoWAV/30MonoF3.wav","negative","high",2,3,"EXCITED",10,0,10,3,1,NA,1,"fear",3,1,3,4,2,1,2,1,1,1,1,1,NA
"140","005","30MonoWAV/30MonoS3.wav","negative","low",3,11,"HAPPY",11,0,11,1,1,NA,1,"sad",1,3,2,1,1,1,1,4,2,4,1,1,NA
"141","005","30MonoWAV/30MonoT1.wav","positive","low",4,13,"GUILTY",12,0,12,2,3,NA,1,"tender",1,1,1,1,1,2,1,3,1,4,1,1,NA
"142","005","30MonoWAV/30MonoH3.wav","positive","high",1,7,"EXCITED",13,0,13,3,4,NA,4,"happy",1,1,1,5,1,4,3,1,1,1,1,4,NA
"143","005","30MonoWAV/30MonoS1.wav","negative","low",3,9,"GUILTY",14,0,14,1,1,NA,2,"sad",3,4,1,1,1,1,1,5,2,5,1,1,NA
"144","005","30MonoWAV/30MonoF4.wav","negative","high",2,4,"SCARED",15,0,15,5,1,NA,5,"fear",1,1,5,5,4,1,4,1,1,1,4,1,NA
"145","005","30MonoWAV/30MonoS4.wav","negative","low",3,12,"TENDER",0,1,16,1,1,NA,5,"sad",3,3,1,1,1,1,1,5,2,5,1,1,NA
"146","005","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ACTIVE",1,1,17,4,4,NA,5,"happy",1,1,1,4,1,3,5,1,1,1,1,4,NA
"147","005","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ANGRY",2,1,18,1,1,NA,3,"fear",5,1,4,5,3,1,1,1,1,1,1,1,NA
"148","005","30MonoWAV/30MonoH1.wav","positive","high",1,5,"EXCITED",3,1,19,2,3,NA,3,"happy",1,1,1,2,1,3,3,1,1,1,1,3,NA
"149","005","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ALERT",4,1,20,1,3,NA,1,"tender",1,1,1,1,1,3,1,1,1,4,1,1,NA
"150","005","30MonoWAV/30MonoS2.wav","negative","low",3,10,"ALERT",5,1,21,1,1,NA,1,"sad",1,4,1,1,1,1,1,5,3,4,1,1,NA
"151","005","30MonoWAV/30MonoF1.wav","negative","high",2,1,"EXCITED",6,1,22,4,1,NA,2,"fear",4,1,4,5,4,1,4,1,1,1,2,2,NA
"152","005","30MonoWAV/30MonoT4.wav","positive","low",4,16,"FRUSTRATED",7,1,23,4,4,NA,1,"tender",1,1,1,1,1,4,1,1,1,5,1,2,NA
"153","005","30MonoWAV/30MonoH3.wav","positive","high",1,7,"SCARED",8,1,24,4,4,NA,1,"happy",1,1,1,4,1,4,3,1,1,1,1,5,NA
"154","005","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ALERT",9,1,25,4,5,NA,3,"happy",1,1,1,3,1,3,3,1,1,2,1,4,NA
"155","005","30MonoWAV/30MonoF3.wav","negative","high",2,3,"EXCITED",10,1,26,3,2,NA,1,"fear",3,1,3,4,2,1,2,1,1,1,2,1,NA
"156","005","30MonoWAV/30MonoT3.wav","positive","low",4,15,"FRUSTRATED",11,1,27,2,4,NA,1,"tender",1,1,1,1,1,4,2,2,1,3,1,2,NA
"157","005","30MonoWAV/30MonoS1.wav","negative","low",3,9,"SCARED",12,1,28,3,1,NA,1,"sad",1,2,1,1,1,1,1,5,3,4,1,1,NA
"158","005","30MonoWAV/30MonoF4.wav","negative","high",2,4,"FRUSTRATED",13,1,29,5,1,NA,3,"fear",4,1,4,4,2,1,3,1,1,1,3,1,NA
"159","005","30MonoWAV/30MonoS3.wav","negative","low",3,11,"SCARED",14,1,30,2,1,NA,3,"sad",2,3,3,1,1,1,1,3,3,4,1,1,NA
"160","005","30MonoWAV/30MonoT2.wav","positive","low",4,14,"HAPPY",15,1,31,3,4,NA,4,"tender",1,1,1,1,1,4,2,1,1,4,1,2,NA
"161","006","30MonoWAV/30MonoT3.wav","positive","low",4,15,"SCARED",0,0,0,1,3,NA,1,"tender",2,1,1,2,1,2,1,3,1,1,1,1,NA
"162","006","30MonoWAV/30MonoS3.wav","negative","low",3,11,"SCARED",1,0,1,1,1,NA,2,"sad",3,1,2,2,1,1,1,2,1,2,1,1,NA
"163","006","30MonoWAV/30MonoS1.wav","negative","low",3,9,"HAPPY",2,0,2,1,2,NA,2,"sad",3,1,1,1,1,2,1,3,1,2,1,1,NA
