"","participant","song","valence_target","arousal_target","affectcat","songmark","word","songtrials_this_trial_n","rep_number","trial_number","arousal_rating","valence_rating","liking","emotion_rating","emotion_target","anxious","ashamed","scared","alert","angry","happy","active","sad","guilty","tender","frustrated","excited","na"
"2802","089","30MonoWAV/30MonoS4.wav","negative","low",3,12,"HAPPY",7,1,23,1,1,2,1,"sad",4,5,1,1,1,1,1,5,4,2,1,1,NA
"2803","089","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ACTIVE",8,1,24,5,5,5,5,"happy",1,1,1,4,1,5,5,1,1,1,1,5,NA
"2804","089","30MonoWAV/30MonoT1.wav","positive","low",4,13,"SAD",9,1,25,2,3,4,3,"tender",2,2,1,1,1,1,1,3,2,3,1,1,NA
"2805","089","30MonoWAV/30MonoH3.wav","positive","high",1,7,"EXCITED",10,1,26,4,4,4,4,"happy",1,1,1,4,1,4,4,1,1,1,1,4,NA
"2806","089","30MonoWAV/30MonoT4.wav","positive","low",4,16,"SAD",11,1,27,4,3,4,2,"tender",2,2,1,1,1,4,1,2,1,3,1,3,NA
"2807","089","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ANXIOUS",12,1,28,4,2,2,4,"fear",4,1,4,4,2,1,4,1,1,1,1,1,NA
"2808","089","30MonoWAV/30MonoS3.wav","negative","low",3,11,"SCARED",13,1,29,2,2,2,2,"sad",2,2,2,1,1,2,1,3,3,1,1,1,NA
"2809","089","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ANGRY",14,1,30,2,1,1,1,"fear",5,1,5,4,1,1,1,2,1,1,1,1,NA
"2810","089","30MonoWAV/30MonoS2.wav","negative","low",3,10,"FRUSTRATED",15,1,31,2,2,2,1,"sad",2,1,1,1,1,1,1,3,2,1,1,1,NA
"2811","090","30MonoWAV/30MonoF3.wav","negative","high",2,3,"ACTIVE",0,0,0,3,1,2,2,"fear",3,1,2,2,3,1,2,1,1,1,2,1,NA
"2812","090","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ASHAMED",1,0,1,3,1,1,1,"fear",4,1,4,3,3,1,1,1,1,2,4,1,NA
"2813","090","30MonoWAV/30MonoS2.wav","negative","low",3,10,"HAPPY",2,0,2,2,2,2,1,"sad",1,1,1,2,1,1,1,4,2,3,2,1,NA
"2814","090","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ACTIVE",3,0,3,3,1,2,3,"fear",4,1,1,3,1,1,3,1,1,3,4,1,NA
"2815","090","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ANXIOUS",4,0,4,3,3,2,1,"happy",1,1,1,3,1,2,5,1,1,2,1,4,NA
"2816","090","30MonoWAV/30MonoT2.wav","positive","low",4,14,"FRUSTRATED",5,0,5,3,3,3,1,"tender",1,1,1,2,1,3,4,1,1,2,1,4,NA
"2817","090","30MonoWAV/30MonoS3.wav","negative","low",3,11,"SAD",6,0,6,3,1,2,5,"sad",4,3,3,3,1,1,1,5,3,2,3,1,NA
"2818","090","30MonoWAV/30MonoF1.wav","negative","high",2,1,"HAPPY",7,0,7,3,2,2,1,"fear",3,1,2,3,4,1,2,1,1,2,3,1,NA
"2819","090","30MonoWAV/30MonoT3.wav","positive","low",4,15,"GUILTY",8,0,8,2,3,3,1,"tender",1,1,1,1,1,3,1,1,1,2,1,1,NA
"2820","090","30MonoWAV/30MonoH3.wav","positive","high",1,7,"SAD",9,0,9,4,4,3,1,"happy",1,1,1,1,1,3,4,1,1,2,1,4,NA
"2821","090","30MonoWAV/30MonoT4.wav","positive","low",4,16,"EXCITED",10,0,10,4,4,2,3,"tender",1,1,1,1,1,3,3,1,1,2,1,3,NA
"2822","090","30MonoWAV/30MonoH1.wav","positive","high",1,5,"TENDER",11,0,11,3,2,3,2,"happy",1,1,1,1,1,3,3,1,1,2,1,3,NA
"2823","090","30MonoWAV/30MonoS4.wav","negative","low",3,12,"TENDER",12,0,12,3,1,3,2,"sad",1,3,1,2,1,1,1,3,3,2,1,1,NA
"2824","090","30MonoWAV/30MonoH4.wav","positive","high",1,8,"EXCITED",13,0,13,3,4,4,4,"happy",1,1,1,1,1,5,4,1,1,1,1,4,NA
"2825","090","30MonoWAV/30MonoT1.wav","positive","low",4,13,"HAPPY",14,0,14,3,4,4,4,"tender",1,1,1,1,1,4,3,1,1,2,1,1,NA
"2826","090","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ANXIOUS",15,0,15,3,2,3,3,"sad",3,3,1,1,1,1,1,4,1,2,1,1,NA
"2827","090","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ANXIOUS",0,1,16,4,4,3,1,"happy",1,1,1,1,1,4,5,1,1,2,1,5,NA
"2828","090","30MonoWAV/30MonoT4.wav","positive","low",4,16,"EXCITED",1,1,17,3,3,2,3,"tender",1,1,1,1,1,4,4,1,1,2,1,3,NA
"2829","090","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ACTIVE",2,1,18,3,2,3,1,"sad",1,3,1,1,1,1,1,4,3,2,2,1,NA
"2830","090","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ANXIOUS",3,1,19,2,2,4,2,"sad",2,2,1,1,1,1,1,5,3,2,2,1,NA
"2831","090","30MonoWAV/30MonoH2.wav","positive","high",1,6,"HAPPY",4,1,20,3,4,2,3,"happy",1,1,1,2,1,3,4,1,1,2,1,5,NA
"2832","090","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ANXIOUS",5,1,21,3,2,1,3,"fear",3,1,5,4,2,1,1,1,1,1,2,1,NA
"2833","090","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ALERT",6,1,22,3,3,3,2,"tender",1,1,1,2,1,4,3,1,1,2,1,1,NA
"2834","090","30MonoWAV/30MonoH1.wav","positive","high",1,5,"SCARED",7,1,23,3,3,3,1,"happy",1,1,1,1,1,4,3,1,1,2,1,2,NA
"2835","090","30MonoWAV/30MonoT3.wav","positive","low",4,15,"GUILTY",8,1,24,3,3,4,1,"tender",1,1,1,1,1,3,3,1,1,2,1,3,NA
"2836","090","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ANXIOUS",9,1,25,3,4,3,1,"happy",1,1,1,1,1,1,4,1,1,2,1,4,NA
"2837","090","30MonoWAV/30MonoF3.wav","negative","high",2,3,"HAPPY",10,1,26,3,3,2,1,"fear",4,1,3,5,4,1,3,1,1,2,2,1,NA
"2838","090","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ACTIVE",11,1,27,3,3,3,3,"fear",4,1,1,4,4,1,3,1,1,2,2,3,NA
"2839","090","30MonoWAV/30MonoS2.wav","negative","low",3,10,"ANGRY",12,1,28,3,4,4,1,"sad",1,2,1,2,1,1,1,5,2,2,2,1,NA
"2840","090","30MonoWAV/30MonoF1.wav","negative","high",2,1,"FRUSTRATED",13,1,29,3,3,2,3,"fear",3,1,1,5,4,1,4,2,1,2,3,1,NA
"2841","090","30MonoWAV/30MonoS3.wav","negative","low",3,11,"SCARED",14,1,30,4,3,4,2,"sad",3,3,2,3,2,1,3,4,3,2,3,1,NA
"2842","090","30MonoWAV/30MonoT2.wav","positive","low",4,14,"SCARED",15,1,31,4,4,4,1,"tender",1,1,1,1,1,3,2,1,1,2,1,2,NA
"2843","091","30MonoWAV/30MonoT1.wav","positive","low",4,13,"HAPPY",0,0,0,1,3,3,2,"tender",1,1,1,2,1,2,1,1,1,3,1,2,NA
"2844","091","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ANGRY",1,0,1,3,3,2,1,"happy",1,1,1,3,1,2,3,1,1,1,1,3,NA
"2845","091","30MonoWAV/30MonoF3.wav","negative","high",2,3,"TENDER",2,0,2,3,1,1,1,"fear",3,1,4,3,1,1,2,1,1,1,1,1,NA
"2846","091","30MonoWAV/30MonoF4.wav","negative","high",2,4,"SAD",3,0,3,4,1,1,1,"fear",4,1,3,3,2,1,3,1,1,1,2,2,NA
"2847","091","30MonoWAV/30MonoS3.wav","negative","low",3,11,"SAD",4,0,4,2,1,2,3,"sad",2,3,2,1,1,1,1,3,3,3,1,1,NA
"2848","091","30MonoWAV/30MonoS2.wav","negative","low",3,10,"ACTIVE",5,0,5,1,1,1,1,"sad",1,4,1,1,1,1,1,4,2,3,1,1,NA
"2849","091","30MonoWAV/30MonoS1.wav","negative","low",3,9,"SCARED",6,0,6,1,1,1,2,"sad",1,2,2,1,1,1,1,4,2,4,1,1,NA
"2850","091","30MonoWAV/30MonoS4.wav","negative","low",3,12,"EXCITED",7,0,7,1,1,1,1,"sad",1,1,1,1,1,1,1,5,2,5,1,1,NA
"2851","091","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ALERT",8,0,8,4,3,2,4,"fear",2,1,2,4,1,2,4,1,1,1,1,3,NA
"2852","091","30MonoWAV/30MonoT4.wav","positive","low",4,16,"EXCITED",9,0,9,2,3,3,3,"tender",1,1,1,2,1,3,3,1,1,2,1,3,NA
"2853","091","30MonoWAV/30MonoH4.wav","positive","high",1,8,"SAD",10,0,10,4,4,3,1,"happy",1,1,1,3,1,4,5,1,1,1,1,4,NA
"2854","091","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ACTIVE",11,0,11,2,1,1,1,"fear",4,1,4,3,1,1,1,1,1,1,1,1,NA
"2855","091","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ANGRY",12,0,12,3,2,2,1,"happy",1,1,1,3,1,3,3,1,1,1,1,3,NA
"2856","091","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ACTIVE",13,0,13,3,3,3,3,"happy",1,1,1,3,1,3,3,1,1,1,1,3,NA
"2857","091","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ACTIVE",14,0,14,3,3,4,2,"tender",1,1,1,2,1,2,2,2,2,4,1,3,NA
"2858","091","30MonoWAV/30MonoT3.wav","positive","low",4,15,"HAPPY",15,0,15,2,2,3,2,"tender",1,1,1,1,1,2,1,1,1,2,1,1,NA
"2859","091","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ALERT",0,1,16,2,3,2,2,"tender",1,1,1,2,1,2,2,1,1,1,1,2,NA
"2860","091","30MonoWAV/30MonoH2.wav","positive","high",1,6,"GUILTY",1,1,17,2,3,3,1,"happy",1,1,1,3,1,3,3,1,1,1,1,3,NA
"2861","091","30MonoWAV/30MonoT2.wav","positive","low",4,14,"FRUSTRATED",2,1,18,3,3,3,1,"tender",1,1,1,2,1,3,3,2,1,2,1,3,NA
"2862","091","30MonoWAV/30MonoH3.wav","positive","high",1,7,"GUILTY",3,1,19,4,3,3,1,"happy",1,1,1,4,1,4,3,1,1,1,1,5,NA
"2863","091","30MonoWAV/30MonoF3.wav","negative","high",2,3,"TENDER",4,1,20,3,3,2,1,"fear",3,1,3,4,1,1,1,1,1,1,1,1,NA
"2864","091","30MonoWAV/30MonoS4.wav","negative","low",3,12,"EXCITED",5,1,21,1,1,2,1,"sad",1,2,1,1,1,1,1,4,2,4,1,1,NA
"2865","091","30MonoWAV/30MonoT3.wav","positive","low",4,15,"EXCITED",6,1,22,1,2,2,1,"tender",1,1,1,2,1,2,2,2,1,2,1,1,NA
"2866","091","30MonoWAV/30MonoF4.wav","negative","high",2,4,"TENDER",7,1,23,3,2,1,1,"fear",3,1,3,4,1,1,2,1,1,1,1,2,NA
"2867","091","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ANXIOUS",8,1,24,3,3,2,1,"tender",1,1,1,2,1,4,2,2,1,3,1,1,NA
"2868","091","30MonoWAV/30MonoS2.wav","negative","low",3,10,"GUILTY",9,1,25,1,1,1,1,"sad",1,4,1,1,1,1,1,2,1,3,1,1,NA
"2869","091","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ALERT",10,1,26,3,3,3,3,"happy",1,1,1,3,1,3,3,1,1,1,1,4,NA
"2870","091","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ANXIOUS",11,1,27,3,2,2,3,"fear",3,1,2,4,1,1,4,1,1,1,1,3,NA
"2871","091","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ASHAMED",12,1,28,1,1,1,2,"sad",3,2,1,1,1,1,1,3,3,2,1,1,NA
"2872","091","30MonoWAV/30MonoF2.wav","negative","high",2,2,"FRUSTRATED",13,1,29,2,1,1,1,"fear",4,1,3,3,1,1,1,1,1,1,1,1,NA
"2873","091","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ASHAMED",14,1,30,2,1,1,2,"sad",1,2,1,1,1,1,1,3,2,2,1,1,NA
"2874","091","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ALERT",15,1,31,4,4,3,3,"happy",1,1,1,3,1,4,4,1,1,1,1,5,NA
"2875","092","30MonoWAV/30MonoF2.wav","negative","high",2,2,"SAD",0,0,0,1,1,1,2,"fear",2,1,2,4,1,1,3,2,1,1,1,1,NA
"2876","092","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ASHAMED",1,0,1,1,1,1,1,"sad",3,1,1,4,1,1,1,1,1,1,1,2,NA
"2877","092","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ANGRY",2,0,2,3,3,3,1,"tender",1,1,1,1,1,3,3,1,1,1,1,3,NA
"2878","092","30MonoWAV/30MonoS2.wav","negative","low",3,10,"ANXIOUS",3,0,3,1,1,1,3,"sad",3,1,1,1,1,1,1,4,1,1,1,1,NA
"2879","092","30MonoWAV/30MonoS4.wav","negative","low",3,12,"EXCITED",4,0,4,1,1,1,1,"sad",3,1,1,1,1,1,1,5,1,1,1,1,NA
"2880","092","30MonoWAV/30MonoF3.wav","negative","high",2,3,"GUILTY",5,0,5,2,2,1,1,"fear",3,1,1,3,1,1,3,2,1,1,1,1,NA
"2881","092","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ANGRY",6,0,6,4,1,1,1,"fear",5,1,4,4,1,1,4,4,1,1,2,1,NA
"2882","092","30MonoWAV/30MonoT1.wav","positive","low",4,13,"TENDER",7,0,7,2,3,2,2,"tender",3,1,1,1,1,2,2,3,1,2,1,3,NA
"2883","092","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ANXIOUS",8,0,8,2,1,1,3,"happy",3,1,1,1,1,3,1,1,1,1,1,2,NA
"2884","092","30MonoWAV/30MonoH1.wav","positive","high",1,5,"GUILTY",9,0,9,3,3,3,1,"happy",1,1,1,3,1,4,1,1,1,1,1,3,NA
"2885","092","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ANXIOUS",10,0,10,1,2,1,1,"tender",1,1,1,1,1,3,2,1,1,1,1,2,NA
"2886","092","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ACTIVE",11,0,11,4,1,2,4,"fear",4,1,1,5,1,1,4,3,1,1,2,2,NA
"2887","092","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ANXIOUS",12,0,12,2,3,2,1,"tender",1,1,1,1,1,3,2,1,1,1,1,3,NA
"2888","092","30MonoWAV/30MonoH4.wav","positive","high",1,8,"FRUSTRATED",13,0,13,2,2,1,2,"happy",3,1,1,1,1,3,1,1,1,1,2,3,NA
"2889","092","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ALERT",14,0,14,3,3,2,1,"happy",1,1,1,1,1,4,3,1,1,1,1,3,NA
"2890","092","30MonoWAV/30MonoS1.wav","negative","low",3,9,"EXCITED",15,0,15,1,1,1,1,"sad",4,1,1,3,1,1,1,5,1,1,1,1,NA
"2891","092","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ANGRY",0,1,16,1,1,1,1,"tender",3,1,1,1,1,1,1,5,1,1,2,1,NA
"2892","092","30MonoWAV/30MonoH3.wav","positive","high",1,7,"FRUSTRATED",1,1,17,4,4,2,1,"happy",1,1,1,1,1,4,4,1,1,1,1,4,NA
"2893","092","30MonoWAV/30MonoT4.wav","positive","low",4,16,"TENDER",2,1,18,2,3,1,1,"tender",2,1,1,1,1,2,2,1,1,1,1,3,NA
"2894","092","30MonoWAV/30MonoF2.wav","negative","high",2,2,"SCARED",3,1,19,2,1,1,4,"fear",5,1,4,4,1,1,3,3,1,1,2,2,NA
"2895","092","30MonoWAV/30MonoF4.wav","negative","high",2,4,"EXCITED",4,1,20,2,2,1,4,"fear",1,1,1,1,2,1,4,3,1,1,1,4,NA
"2896","092","30MonoWAV/30MonoS2.wav","negative","low",3,10,"ANXIOUS",5,1,21,1,1,1,4,"sad",4,1,4,3,1,2,1,4,1,1,3,1,NA
"2897","092","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ANGRY",6,1,22,1,1,1,1,"tender",2,1,1,1,1,1,2,2,1,1,3,1,NA
"2898","092","30MonoWAV/30MonoH4.wav","positive","high",1,8,"HAPPY",7,1,23,1,2,1,4,"happy",2,1,1,2,1,4,3,1,1,1,1,4,NA
"2899","092","30MonoWAV/30MonoS3.wav","negative","low",3,11,"GUILTY",8,1,24,1,1,1,1,"sad",4,1,1,3,2,1,1,5,1,1,1,1,NA
"2900","092","30MonoWAV/30MonoF3.wav","negative","high",2,3,"GUILTY",9,1,25,4,1,1,2,"fear",4,1,1,3,1,1,4,5,2,1,1,1,NA
"2901","092","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ASHAMED",10,1,26,3,3,2,1,"happy",1,1,1,4,1,1,1,1,1,1,1,3,NA
"2902","092","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ASHAMED",11,1,27,1,1,1,1,"tender",1,1,1,3,1,3,4,1,1,1,1,3,NA
"2903","092","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ALERT",12,1,28,2,1,1,1,"sad",4,1,1,1,1,3,3,1,1,1,1,3,NA
"2904","092","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ACTIVE",13,1,29,1,1,1,1,"sad",5,2,3,2,1,1,1,5,1,1,3,1,NA
"2905","092","30MonoWAV/30MonoF1.wav","negative","high",2,1,"TENDER",14,1,30,4,1,1,3,"fear",4,1,3,4,1,1,4,5,1,3,4,1,NA
"2906","092","30MonoWAV/30MonoH2.wav","positive","high",1,6,"FRUSTRATED",15,1,31,4,3,3,1,"happy",1,1,2,1,1,5,3,1,1,1,1,4,NA
"2907","093","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ALERT",0,0,0,3,4,3,2,"tender",2,1,1,2,1,3,2,2,1,3,1,3,NA
"2908","093","30MonoWAV/30MonoS2.wav","negative","low",3,10,"GUILTY",1,0,1,1,1,2,2,"sad",4,2,3,2,3,1,2,3,2,3,3,1,NA
"2909","093","30MonoWAV/30MonoF1.wav","negative","high",2,1,"FRUSTRATED",2,0,2,4,2,3,1,"fear",3,1,3,5,1,3,4,2,1,1,1,2,NA
"2910","093","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ANGRY",3,0,3,4,4,3,1,"happy",1,1,1,4,1,4,4,1,1,2,1,4,NA
"2911","093","30MonoWAV/30MonoF2.wav","negative","high",2,2,"FRUSTRATED",4,0,4,4,1,2,1,"fear",4,1,4,5,1,2,3,1,1,1,1,2,NA
"2912","093","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ACTIVE",5,0,5,3,4,3,3,"tender",2,1,1,3,1,3,3,2,1,4,1,3,NA
"2913","093","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ALERT",6,0,6,3,3,2,3,"happy",1,1,1,3,2,2,2,1,1,1,2,1,NA
"2914","093","30MonoWAV/30MonoF3.wav","negative","high",2,3,"ANXIOUS",7,0,7,5,3,4,4,"fear",4,1,5,5,2,4,5,1,2,1,1,4,NA
"2915","093","30MonoWAV/30MonoH4.wav","positive","high",1,8,"SAD",8,0,8,2,2,1,1,"happy",1,2,1,2,1,2,2,1,1,1,3,1,NA
"2916","093","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ANXIOUS",9,0,9,1,1,1,3,"sad",3,1,1,1,2,1,2,2,2,2,3,1,NA
"2917","093","30MonoWAV/30MonoT1.wav","positive","low",4,13,"TENDER",10,0,10,1,2,1,3,"tender",2,1,1,2,1,2,1,2,1,3,1,2,NA
"2918","093","30MonoWAV/30MonoS4.wav","negative","low",3,12,"SAD",11,0,11,2,1,3,4,"sad",2,1,1,2,1,2,1,4,1,4,1,2,NA
"2919","093","30MonoWAV/30MonoS1.wav","negative","low",3,9,"FRUSTRATED",12,0,12,2,2,1,3,"sad",3,1,2,2,1,1,1,2,2,3,3,1,NA
"2920","093","30MonoWAV/30MonoT4.wav","positive","low",4,16,"TENDER",13,0,13,3,3,4,4,"tender",2,1,1,3,1,2,2,4,2,4,1,3,NA
"2921","093","30MonoWAV/30MonoF4.wav","negative","high",2,4,"EXCITED",14,0,14,5,3,3,3,"fear",3,2,3,5,2,2,4,1,1,1,1,3,NA
"2922","093","30MonoWAV/30MonoH1.wav","positive","high",1,5,"FRUSTRATED",15,0,15,4,4,4,2,"happy",1,1,1,3,2,3,4,2,1,2,2,3,NA
"2923","093","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ALERT",0,1,16,4,2,2,4,"fear",4,1,3,4,2,2,4,1,1,1,2,3,NA
"2924","093","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ACTIVE",1,1,17,2,2,3,2,"sad",2,1,2,2,2,1,2,3,1,3,2,2,NA
"2925","093","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ACTIVE",2,1,18,4,2,2,4,"fear",3,2,4,4,3,2,4,2,2,2,3,2,NA
"2926","093","30MonoWAV/30MonoS3.wav","negative","low",3,11,"TENDER",3,1,19,2,1,2,3,"sad",3,1,2,2,3,1,2,3,1,3,2,1,NA
"2927","093","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ANGRY",4,1,20,4,4,4,1,"tender",2,1,1,3,1,4,3,2,1,4,2,4,NA
"2928","093","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ALERT",5,1,21,3,3,4,3,"tender",2,1,1,3,1,3,2,2,1,4,2,3,NA
"2929","093","30MonoWAV/30MonoF2.wav","negative","high",2,2,"HAPPY",6,1,22,4,2,3,1,"fear",4,1,4,5,1,1,3,1,1,1,1,2,NA
"2930","093","30MonoWAV/30MonoH2.wav","positive","high",1,6,"GUILTY",7,1,23,3,3,2,1,"happy",2,1,1,3,1,3,2,1,1,2,1,3,NA
"2931","093","30MonoWAV/30MonoH1.wav","positive","high",1,5,"SCARED",8,1,24,5,4,5,1,"happy",2,1,1,3,1,4,3,1,1,2,1,3,NA
"2932","093","30MonoWAV/30MonoH4.wav","positive","high",1,8,"GUILTY",9,1,25,2,2,1,2,"happy",2,1,1,2,3,2,2,1,2,1,2,1,NA
"2933","093","30MonoWAV/30MonoS2.wav","negative","low",3,10,"SAD",10,1,26,1,1,1,1,"sad",1,1,1,1,2,1,1,1,1,2,4,1,NA
"2934","093","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ASHAMED",11,1,27,4,3,3,1,"happy",2,1,1,3,2,3,2,2,1,2,2,3,NA
"2935","093","30MonoWAV/30MonoF3.wav","negative","high",2,3,"HAPPY",12,1,28,4,3,3,2,"fear",2,1,3,4,2,2,3,2,1,1,1,4,NA
"2936","093","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ALERT",13,1,29,2,2,2,3,"tender",3,1,1,3,1,2,2,3,2,3,1,2,NA
"2937","093","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ANXIOUS",14,1,30,2,3,1,1,"tender",1,1,1,1,3,2,2,2,1,3,3,2,NA
"2938","093","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ACTIVE",15,1,31,1,2,1,1,"sad",2,2,1,1,1,1,1,3,2,3,3,1,NA
"2939","094","30MonoWAV/30MonoH1.wav","positive","high",1,5,"SAD",0,0,0,3,2,2,1,"happy",3,1,1,3,1,1,1,1,1,1,1,2,NA
"2940","094","30MonoWAV/30MonoF3.wav","negative","high",2,3,"GUILTY",1,0,1,3,1,3,1,"fear",3,1,3,4,1,1,2,1,1,1,2,1,NA
"2941","094","30MonoWAV/30MonoF4.wav","negative","high",2,4,"TENDER",2,0,2,4,1,2,1,"fear",4,1,2,5,2,1,5,1,1,1,2,2,NA
"2942","094","30MonoWAV/30MonoH3.wav","positive","high",1,7,"GUILTY",3,0,3,4,4,3,1,"happy",1,1,1,3,1,3,3,1,1,2,1,4,NA
"2943","094","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ANXIOUS",4,0,4,1,1,3,4,"sad",4,2,3,2,1,1,1,4,2,1,1,1,NA
"2944","094","30MonoWAV/30MonoH4.wav","positive","high",1,8,"HAPPY",5,0,5,4,4,2,3,"happy",1,1,1,2,1,3,4,1,1,2,1,3,NA
"2945","094","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ACTIVE",6,0,6,5,5,4,4,"happy",1,1,1,5,1,3,4,1,1,2,1,5,NA
"2946","094","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ALERT",7,0,7,4,5,4,4,"tender",1,1,1,4,1,4,3,1,1,5,1,3,NA
"2947","094","30MonoWAV/30MonoS2.wav","negative","low",3,10,"GUILTY",8,0,8,2,3,3,1,"sad",3,1,1,1,1,1,1,2,1,2,1,1,NA
"2948","094","30MonoWAV/30MonoF1.wav","negative","high",2,1,"TENDER",9,0,9,4,1,4,1,"fear",5,1,5,5,3,1,4,1,2,1,3,3,NA
"2949","094","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ANXIOUS",10,0,10,2,4,4,1,"tender",1,1,1,2,1,4,1,3,1,5,1,2,NA
"2950","094","30MonoWAV/30MonoT2.wav","positive","low",4,14,"FRUSTRATED",11,0,11,3,4,4,1,"tender",1,1,1,3,1,5,3,1,1,5,1,4,NA
"2951","094","30MonoWAV/30MonoS4.wav","negative","low",3,12,"SAD",12,0,12,1,1,4,4,"sad",3,1,2,2,1,1,2,4,3,3,1,1,NA
"2952","094","30MonoWAV/30MonoF2.wav","negative","high",2,2,"SCARED",13,0,13,1,1,3,5,"fear",5,2,5,5,1,1,4,1,3,1,1,1,NA
"2953","094","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ASHAMED",14,0,14,1,1,2,1,"tender",2,1,1,3,1,1,1,5,2,5,1,1,NA
"2954","094","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ANGRY",15,0,15,1,1,2,1,"sad",3,3,2,5,1,1,2,1,3,1,4,1,NA
"2955","094","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ANGRY",0,1,16,1,1,2,3,"sad",5,2,4,4,3,1,2,3,3,1,5,1,NA
"2956","094","30MonoWAV/30MonoF3.wav","negative","high",2,3,"ASHAMED",1,1,17,2,1,2,4,"fear",5,4,2,5,3,1,5,1,5,1,4,2,NA
"2957","094","30MonoWAV/30MonoF2.wav","negative","high",2,2,"FRUSTRATED",2,1,18,2,1,2,4,"fear",5,4,4,5,1,1,5,3,5,1,4,1,NA
"2958","094","30MonoWAV/30MonoS2.wav","negative","low",3,10,"HAPPY",3,1,19,1,1,3,1,"sad",3,4,2,2,1,1,1,5,4,2,4,1,NA
"2959","094","30MonoWAV/30MonoT3.wav","positive","low",4,15,"HAPPY",4,1,20,1,2,4,1,"tender",4,2,2,2,1,1,2,5,1,5,1,1,NA
"2960","094","30MonoWAV/30MonoS4.wav","negative","low",3,12,"SCARED",5,1,21,1,1,4,2,"sad",5,4,2,2,1,1,1,5,3,1,2,1,NA
"2961","094","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ACTIVE",6,1,22,1,1,3,1,"sad",5,5,3,2,1,1,1,5,4,1,1,1,NA
"2962","094","30MonoWAV/30MonoH4.wav","positive","high",1,8,"SAD",7,1,23,4,4,2,1,"happy",1,1,1,5,1,4,5,1,1,1,1,3,NA
"2963","094","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ALERT",8,1,24,5,5,4,5,"happy",2,1,1,5,1,4,5,1,1,2,1,5,NA
